t,ax,ay,az,temp,gx,gy,gz,roll,pitch,yaw,mx,my,mz,mx_cal,my_cal,mz_cal,naive_hdg,module_hdg,stab_hdg,stab_raw,mag_trust,field_ratio,dip
3.016,0.294921875,0.14501953125,0.93212890625,28.35,2.50244140625,-11.962890625,-20.6298828125,8.5528564453125,-18.7811279296875,-170.738525390625,-1125.0,-1715.0,-2574.0,-1130.5,-1657.8,-2517.7,168.23,170.74,170.5,170.33,1.0,0.992,66.61
3.047,0.322265625,0.1767578125,0.9169921875,28.37,3.96728515625,-9.6435546875,-14.7705078125,8.843994140625,-18.995361328125,-171.2933349609375,-1131.0,-1730.0,-2562.0,-1136.6,-1673.3,-2505.6,171.79,171.29,170.47,170.8,1.0,0.992,68.49
3.078,0.33447265625,0.1552734375,0.9091796875,28.37,1.40380859375,-3.96728515625,-18.73779296875,9.2010498046875,-19.0997314453125,-171.9195556640625,-1130.0,-1745.0,-2552.0,-1135.8,-1688.7,-2495.4,173.93,171.92,170.45,171.38,1.0,0.992,67.13
3.11,0.33349609375,0.14990234375,0.88330078125,28.39,2.13623046875,-6.8359375,-16.357421875,9.4482421875,-19.1656494140625,-172.474365234375,-1125.0,-1760.0,-2545.0,-1130.9,-1704.1,-2488.2,175.27,172.47,170.43,171.91,1.0,0.992,66.82
3.141,0.32861328125,0.1611328125,0.869140625,28.35,-3.5400390625,-5.9814453125,-14.404296875,9.7283935546875,-19.35791015625,-173.001708984375,-1123.0,-1776.0,-2538.0,-1129.0,-1720.4,-2481.0,175.43,173.0,170.41,172.36,1.0,0.993,67.31
3.172,0.2939453125,0.15869140625,0.92333984375,28.39,-13.5498046875,6.65283203125,-13.7939453125,9.6240234375,-19.281005859375,-173.4521484375,-1116.0,-1784.0,-2539.0,-1122.1,-1728.5,-2481.9,168.94,173.45,170.41,172.8,1.0,0.994,66.09
3.203,0.29296875,0.14013671875,0.9326171875,28.35,-26.3671875,41.07666015625,-14.95361328125,9.1845703125,-18.6328125,-173.8092041015625,-1092.0,-1782.0,-2556.0,-1098.0,-1726.0,-2498.9,169.84,173.81,170.4,173.27,1.0,0.995,65.16
3.235,0.31640625,0.111328125,0.9228515625,28.34,-46.9970703125,59.326171875,2.13623046875,7.899169921875,-16.4190673828125,-173.9190673828125,-1022.0,-1755.0,-2610.0,-1027.4,-1697.2,-2553.3,176.25,173.92,170.4,173.23,1.0,0.996,64.69
3.266,0.2841796875,0.10595703125,0.92822265625,28.37,-59.99755859375,61.4013671875,4.33349609375,6.2457275390625,-14.6942138671875,-173.6883544921875,-957.0,-1709.0,-2669.0,-961.8,-1649.0,-2612.9,175.3,173.69,170.4,173.11,1.0,0.997,65.41
3.297,0.23291015625,0.0869140625,1.09228515625,28.35,-45.95947265625,52.001953125,7.14111328125,4.4989013671875,-12.9638671875,-173.4796142578125,-887.0,-1647.0,-2734.0,-891.0,-1584.4,-2678.8,168.01,173.48,170.41,172.9,1.0,0.998,64.43
3.328,0.19970703125,0.03662109375,0.98486328125,28.39,-34.72900390625,43.8232421875,8.11767578125,3.284912109375,-11.6290283203125,-173.2818603515625,-822.0,-1588.0,-2792.0,-825.3,-1523.0,-2737.7,169.85,173.28,170.42,172.66,1.0,0.998,63.55
3.36,0.18798828125,0.0458984375,0.99267578125,28.4,-42.05322265625,50.9033203125,10.009765625,2.04345703125,-10.2886962890625,-173.0291748046875,-759.0,-1527.0,-2846.0,-761.6,-1459.6,-2792.6,170.72,173.03,170.44,172.35,1.0,0.999,65.45
3.391,0.18310546875,0.03759765625,1.0224609375,28.37,-31.18896484375,46.2646484375,8.48388671875,0.9613037109375,-8.9263916015625,-172.8533935546875,-698.0,-1469.0,-2894.0,-700.0,-1399.5,-2841.6,172.09,172.85,170.45,172.1,1.0,1.0,66.25
3.422,0.17431640625,0.0126953125,1.01171875,28.32,-19.95849609375,37.353515625,-1.28173828125,0.2691650390625,-7.8277587890625,-172.8863525390625,-639.0,-1422.0,-2933.0,-640.5,-1350.7,-2881.5,173.96,172.89,170.47,172.17,1.0,1.0,65.97
3.453,0.10986328125,0.01123046875,1.033203125,28.37,4.57763671875,41.80908203125,-13.7939453125,-0.1318359375,-6.251220703125,-173.38623046875,-574.0,-1389.0,-2963.0,-575.1,-1316.3,-2912.2,168.45,173.39,170.48,172.6,1.0,1.001,66.19
3.485,0.087890625,0.001953125,1.03271484375,28.37,12.39013671875,18.24951171875,-7.01904296875,0.1922607421875,-5.4437255859375,-173.836669921875,-496.0,-1377.0,-2985.0,-496.9,-1303.2,-2934.8,169.26,173.84,170.5,172.85,1.0,1.001,66.02
3.516,0.08349609375,0.02392578125,0.99267578125,28.35,25.69580078125,13.671875,-10.19287109375,0.823974609375,-5.009765625,-174.1552734375,-451.0,-1391.0,-2987.0,-452.0,-1317.2,-2936.9,170.8,174.16,170.53,173.18,1.0,1.002,67.15
3.547,0.0947265625,0.05322265625,1.046875,28.37,37.29248046875,5.615234375,-10.43701171875,1.86767578125,-4.8175048828125,-174.539794921875,-419.0,-1424.0,-2976.0,-420.3,-1350.8,-2925.6,172.9,174.54,170.55,173.52,1.0,1.001,68.14
3.578,0.0146484375,0.0205078125,0.93896484375,28.35,39.12353515625,15.0146484375,-4.82177734375,3.2135009765625,-4.5977783203125,-174.803466796875,-393.0,-1473.0,-2957.0,-394.7,-1400.8,-2906.1,165.38,174.8,170.58,173.69,1.0,1.002,64.84
3.61,0.0830078125,0.0771484375,1.06591796875,28.35,37.7197265625,23.92578125,-3.41796875,4.339599609375,-3.9935302734375,-174.9078369140625,-363.0,-1529.0,-2933.0,-365.2,-1458.0,-2881.6,173.89,174.91,170.61,173.84,1.0,1.002,67.32
3.641,0.06982421875,0.0751953125,1.009765625,28.35,57.0068359375,5.7373046875,0.48828125,5.965576171875,-3.702392578125,-174.92431640625,-339.0,-1595.0,-2901.0,-341.8,-1525.5,-2848.9,174.0,174.92,170.65,173.88,1.0,1.001,66.09
3.672,0.08203125,0.150390625,1.083984375,28.35,68.29833984375,-10.009765625,3.5400390625,7.6519775390625,-3.5430908203125,-174.96826171875,-321.0,-1671.0,-2859.0,-324.5,-1603.4,-2806.1,175.28,174.97,170.68,173.8,1.0,1.001,68.19
3.703,0.09033203125,0.17431640625,1.03076171875,28.35,65.12451171875,-28.50341796875,6.77490234375,10.2227783203125,-4.3670654296875,-174.9407958984375,-324.0,-1754.0,-2806.0,-328.3,-1688.8,-2752.2,176.71,174.94,170.72,173.62,1.0,1.0,68.14
3.735,0.02587890625,0.203125,1.06591796875,28.34,74.70703125,-27.77099609375,7.4462890625,12.249755859375,-5.38330078125,-174.957275390625,-358.0,-1871.0,-2720.0,-363.6,-1809.5,-2664.8,167.09,174.96,170.76,173.41,1.0,0.999,66.13
3.766,0.07275390625,0.20166015625,0.9765625,28.34,63.29345703125,-4.150390625,6.34765625,14.1558837890625,-5.7568359375,-174.8199462890625,-379.0,-1958.0,-2653.0,-385.6,-1899.3,-2596.8,172.68,174.82,171.77,173.24,1.0,0.998,65.46
3.797,0.08740234375,0.27978515625,0.98779296875,28.35,51.3916015625,28.74755859375,1.8310546875,15.6500244140625,-5.03173828125,-174.5947265625,-374.0,-2036.0,-2591.0,-381.4,-1979.7,-2534.2,174.01,174.59,171.78,173.24,1.0,0.998,67.85
3.813,0.06884765625,0.31201171875,1.05322265625,28.39,52.734375,36.1328125,0.30517578125,17.105712890625,-4.0704345703125,-174.2926025390625,-351.0,-2106.0,-2534.0,-359.3,-2051.8,-2476.8,172.18,174.29,171.78,173.27,1.0,0.997,66.79
3.86,0.0625,0.34375,1.048828125,28.37,50.048828125,35.46142578125,-3.47900390625,18.533935546875,-3.2904052734375,-174.00146484375,-320.0,-2171.0,-2477.0,-329.1,-2118.8,-2419.5,172.71,174.0,171.79,173.46,1.0,0.996,66.87
3.891,-0.01220703125,0.306640625,0.9794921875,28.37,49.49951171875,36.0107421875,-0.42724609375,19.9237060546875,-2.2796630859375,-173.726806640625,-280.0,-2231.0,-2423.0,-289.8,-2180.6,-2365.4,166.72,173.73,171.8,173.48,1.0,0.995,64.08
3.922,0.03564453125,0.361328125,0.966796875,28.35,26.18408203125,16.357421875,6.2255859375,20.830078125,-1.7193603515625,-173.3807373046875,-248.0,-2279.0,-2377.0,-258.5,-2230.1,-2319.3,173.02,173.38,171.81,173.29,1.0,0.995,66.51
3.953,0.01953125,0.412109375,1.00732421875,28.39,1.52587890625,9.70458984375,15.56396484375,21.038818359375,-1.549072265625,-172.96875,-231.0,-2305.0,-2350.0,-241.8,-2257.0,-2292.3,171.23,172.97,171.82,172.81,1.0,0.994,67.48
3.985,-0.025390625,0.37353515625,0.9423828125,28.42,-6.4697265625,17.39501953125,9.21630859375,20.5609130859375,-1.142578125,-172.3150634765625,-218.0,-2310.0,-2342.0,-228.9,-2262.2,-2284.5,166.5,172.32,171.83,172.51,1.0,0.993,66.27
4.016,-0.0263671875,0.36279296875,0.93115234375,28.37,-32.2265625,35.7666015625,1.64794921875,19.84130859375,-0.516357421875,-171.93603515625,-192.0,-2293.0,-2355.0,-202.8,-2244.5,-2297.8,167.42,171.94,171.84,172.44,1.0,0.992,66.41
4.047,-0.02001953125,0.326171875,0.94140625,28.37,-37.29248046875,43.02978515625,3.0517578125,18.7921142578125,0.5877685546875,-171.5130615234375,-159.0,-2262.0,-2384.0,-169.4,-2212.3,-2327.3,170.26,171.51,171.85,172.32,1.0,0.991,65.22
4.078,-0.0732421875,0.341796875,0.89892578125,28.37,-54.13818359375,28.4423828125,3.5400390625,17.2540283203125,1.38427734375,-171.024169921875,-126.0,-2213.0,-2427.0,-135.8,-2161.5,-2370.9,162.91,171.02,171.86,172.18,1.0,0.99,67.44
4.11,-0.0341796875,0.29443359375,0.86962890625,28.4,-43.02978515625,18.24951171875,-3.2958984375,15.9246826171875,1.9830322265625,-170.914306640625,-95.0,-2157.0,-2473.0,-104.2,-2103.6,-2417.7,170.01,170.91,171.87,172.24,1.0,0.989,67.33
4.141,-0.05126953125,0.26416015625,0.990234375,28.37,-28.076171875,-10.009765625,-1.52587890625,14.9468994140625,2.0928955078125,-171.0296630859375,-76.0,-2105.0,-2512.0,-84.6,-2049.9,-2457.3,170.33,171.03,171.88,172.24,1.0,0.987,64.73
4.157,-0.1025390625,0.2373046875,0.875,28.39,-34.423828125,-2.3193359375,-2.8076171875,14.0460205078125,1.9500732421875,-171.1669921875,-64.0,-2055.0,-2550.0,-72.1,-1998.3,-2495.9,162.54,171.17,171.89,172.26,1.0,0.986,65.29
4.188,-0.00244140625,0.2119140625,0.822265625,28.37,-77.63671875,13.36669921875,-2.25830078125,12.271728515625,2.2357177734375,-171.177978515625,-51.0,-1988.0,-2600.0,-58.4,-1929.2,-2546.6,176.9,171.18,171.9,172.29,1.0,0.986,67.27
4.235,-0.0546875,0.1572265625,0.96044921875,28.4,-46.32568359375,9.27734375,-4.57763671875,10.667724609375,2.5543212890625,-171.2384033203125,-38.0,-1919.0,-2646.0,-44.7,-1858.1,-2593.4,171.75,171.24,171.92,172.46,1.0,0.984,63.38
4.25,-0.05712890625,0.1435546875,0.82177734375,28.39,-42.41943359375,-20.263671875,7.2021484375,9.9810791015625,2.04345703125,-171.2384033203125,-44.0,-1863.0,-2684.0,-50.1,-1800.5,-2632.0,169.35,171.24,171.92,172.34,1.0,0.984,65.08
4.282,-0.0078125,0.154296875,0.9921875,28.37,-83.92333984375,0.732421875,-5.18798828125,8.2672119140625,1.461181640625,-171.23291015625,-58.0,-1791.0,-2732.0,-63.3,-1726.5,-2680.6,176.2,171.23,171.93,172.48,1.0,0.984,66.0
4.313,-0.03466796875,0.1396484375,1.1630859375,28.35,-49.37744140625,-8.23974609375,-5.4931640625,5.745849609375,1.3623046875,-171.397705078125,-71.0,-1683.0,-2796.0,-75.3,-1615.7,-2745.8,172.79,171.4,171.94,172.62,1.0,0.984,66.18
4.36,-0.06591796875,0.0869140625,0.85302734375,28.39,-39.1845703125,-4.82177734375,1.0986328125,4.833984375,1.0986328125,-171.3922119140625,-82.0,-1617.0,-2833.0,-85.6,-1548.0,-2783.5,166.17,171.39,171.96,172.49,1.0,0.984,66.01
4.391,-0.04345703125,0.0771484375,0.71142578125,28.39,-57.12890625,-11.16943359375,-6.103515625,3.4002685546875,0.867919921875,-171.441650390625,-94.0,-1544.0,-2874.0,-96.9,-1473.1,-2825.3,166.59,171.44,171.97,172.65,1.0,0.984,68.03
4.422,-0.03759765625,0.05322265625,1.18359375,28.39,-54.62646484375,-0.3662109375,-8.1787109375,1.23046875,0.802001953125,-171.595458984375,-102.0,-1457.0,-2919.0,-104.1,-1383.9,-2871.3,171.07,171.6,171.98,172.88,1.0,0.985,66.55
4.438,-0.04296875,-0.037109375,1.00927734375,28.37,-35.0341796875,-12.6953125,0.0,0.0933837890625,0.5712890625,-171.595458984375,-116.0,-1384.0,-2954.0,-117.5,-1309.1,-2907.2,170.42,171.6,171.98,172.84,1.0,0.985,63.27
4.469,-0.017578125,-0.0517578125,0.79833984375,28.35,-45.22705078125,-18.12744140625,9.27734375,-1.0382080078125,0.142822265625,-171.2933349609375,-138.0,-1318.0,-2987.0,-138.9,-1241.5,-2940.8,171.97,171.29,172.0,172.54,1.0,0.987,63.15
4.5,-0.0107421875,-0.0029296875,1.10595703125,28.39,-42.8466796875,3.23486328125,2.74658203125,-2.5927734375,-0.032958984375,-170.9967041015625,-161.0,-1246.0,-3020.0,-161.2,-1167.9,-2974.6,170.82,171.0,172.01,172.4,1.0,0.988,68.15
4.547,0.01904296875,-0.10546875,0.9482421875,28.39,-6.8359375,-20.01953125,4.5166015625,-3.438720703125,-0.1483154296875,-170.7330322265625,-185.0,-1172.0,-3052.0,-184.6,-1092.2,-3007.5,174.87,170.73,172.02,172.14,1.0,0.99,63.63
4.578,0.01416015625,-0.0966796875,0.90869140625,28.34,-21.728515625,-19.287109375,1.8310546875,-3.8067626953125,-0.703125,-170.5462646484375,-212.0,-1137.0,-3069.0,-211.3,-1056.5,-3024.7,173.08,170.55,172.03,172.02,1.0,0.992,64.53
4.61,0.0009765625,-0.03662109375,1.10986328125,28.39,7.50732421875,-11.77978515625,-2.44140625,-4.1912841796875,-1.12060546875,-170.5078125,-239.0,-1109.0,-3082.0,-238.0,-1027.9,-3037.9,168.21,170.51,172.04,172.04,1.0,0.994,69.01
4.641,-0.03759765625,-0.0576171875,0.98974609375,28.39,22.39990234375,-3.662109375,-5.79833984375,-3.6968994140625,-1.34033203125,-170.5572509765625,-258.0,-1106.0,-3087.0,-256.9,-1024.8,-3042.7,162.88,170.56,172.05,172.19,1.0,0.995,67.06
4.672,0.08154296875,-0.07568359375,0.97607421875,28.39,7.6904296875,-4.45556640625,-4.69970703125,-3.1475830078125,-1.3018798828125,-170.7879638671875,-268.0,-1119.0,-3087.0,-267.0,-1038.1,-3042.4,179.06,170.79,172.06,172.3,1.0,0.997,66.81
4.703,0.08837890625,-0.02880859375,1.11572265625,28.37,11.23046875,-16.2353515625,-3.23486328125,-2.8564453125,-1.614990234375,-170.859375,-282.0,-1137.0,-3085.0,-281.1,-1056.5,-3039.9,177.86,170.86,172.07,172.35,1.0,0.998,69.42
4.735,0.0341796875,-0.03173828125,1.00732421875,28.39,22.3388671875,-18.5546875,-2.50244140625,-2.230224609375,-2.3236083984375,-170.8319091796875,-309.0,-1162.0,-3078.0,-308.2,-1082.1,-3032.3,170.05,170.83,172.07,172.38,1.0,1.0,68.32
4.75,0.02734375,-0.00732421875,1.125,28.4,31.6162109375,-7.8125,-9.46044921875,-1.417236328125,-2.7081298828125,-170.9637451171875,-332.0,-1198.0,-3068.0,-331.5,-1119.0,-3021.5,167.23,170.96,172.08,172.51,1.0,1.001,68.87
4.797,0.0361328125,-0.0380859375,0.994140625,28.35,51.1474609375,-10.009765625,3.23486328125,-0.087890625,-2.8399658203125,-171.0736083984375,-348.0,-1253.0,-3048.0,-347.9,-1175.3,-3000.6,169.44,171.07,172.09,172.3,1.0,1.002,66.13
4.828,0.08544921875,0.015625,1.05322265625,28.34,34.24072265625,6.16455078125,-4.57763671875,1.5380859375,-2.9718017578125,-170.936279296875,-363.0,-1334.0,-3019.0,-363.5,-1258.2,-2970.3,174.32,170.94,172.1,172.4,1.0,1.003,67.92
4.86,0.068359375,0.03759765625,1.07421875,28.35,42.236328125,-10.7421875,0.30517578125,2.6312255859375,-3.0377197265625,-170.9912109375,-372.0,-1395.0,-2993.0,-373.0,-1320.8,-2943.3,171.46,170.99,172.1,172.31,1.0,1.004,67.73
4.875,0.052734375,0.05322265625,1.115234375,28.37,54.99267578125,-11.1083984375,7.14111328125,4.0155029296875,-3.4716796875,-170.9197998046875,-388.0,-1463.0,-2961.0,-389.6,-1390.5,-2910.3,168.74,170.92,172.11,172.19,1.0,1.004,66.9
4.907,0.12109375,0.0908203125,1.10693359375,28.4,60.546875,-11.474609375,9.58251953125,5.6634521484375,-3.8232421875,-170.68359375,-408.0,-1540.0,-2922.0,-410.3,-1469.6,-2870.1,176.06,170.68,172.11,171.87,1.0,1.004,67.71
4.938,-0.01025390625,0.107421875,1.05224609375,28.35,73.42529296875,4.0283203125,-0.9765625,7.646484375,-4.0045166015625,-170.66162109375,-422.0,-1627.0,-2872.0,-425.1,-1559.0,-2819.0,160.26,170.66,172.12,171.84,1.0,1.004,65.57
4.969,0.052734375,0.1689453125,1.1162109375,28.37,75.98876953125,20.69091796875,-1.5869140625,9.7833251953125,-3.62548828125,-170.628662109375,-417.0,-1723.0,-2814.0,-421.1,-1657.6,-2759.9,167.06,170.63,172.12,171.84,1.0,1.003,67.21
5.0,0.09619140625,0.2041015625,1.07177734375,28.37,84.53369140625,23.681640625,-5.79833984375,12.1563720703125,-2.977294921875,-170.584716796875,-398.0,-1827.0,-2746.0,-403.1,-1764.5,-2691.0,173.49,170.58,172.13,171.99,1.0,1.002,67.56
5.032,0.0556640625,0.216796875,1.08349609375,28.4,84.1064453125,19.59228515625,-5.18798828125,14.556884765625,-2.3236083984375,-170.6341552734375,-370.0,-1935.0,-2670.0,-376.3,-1875.6,-2614.1,170.23,170.63,172.13,172.12,1.0,1.001,65.45
5.063,0.06884765625,0.2763671875,1.03759765625,28.35,94.6044921875,-32.65380859375,8.7890625,17.1002197265625,-2.5323486328125,-170.518798828125,-362.0,-2043.0,-2580.0,-369.6,-1987.0,-2523.3,171.93,170.52,172.13,171.82,1.0,0.999,66.61
5.094,0.0224609375,0.35595703125,1.0048828125,28.39,87.5244140625,-45.166015625,11.04736328125,19.7149658203125,-3.7078857421875,-170.6781005859375,-381.0,-2150.0,-2480.0,-389.9,-2097.7,-2422.4,164.37,170.68,172.13,171.47,1.0,0.997,67.92
5.125,0.05615234375,0.3896484375,1.05517578125,28.37,84.89990234375,-32.77587890625,7.4462890625,22.9833984375,-5.3118896484375,-170.8978271484375,-426.0,-2283.0,-2336.0,-436.7,-2235.9,-2277.4,167.46,170.9,172.13,171.23,1.0,0.995,65.41
5.157,0.068359375,0.390625,0.92822265625,28.4,95.76416015625,-28.564453125,1.28173828125,25.7025146484375,-6.1358642578125,-171.10107421875,-458.0,-2377.0,-2218.0,-470.1,-2333.8,-2158.9,168.26,171.1,172.13,171.19,1.0,0.993,65.32
5.203,0.09814453125,0.46240234375,0.89501953125,28.39,87.09716796875,-21.728515625,5.2490234375,28.2952880859375,-6.8060302734375,-171.3153076171875,-483.0,-2466.0,-2100.0,-496.5,-2426.7,-2040.6,170.21,171.32,172.13,170.96,1.0,0.992,67.32
5.235,0.10546875,0.50634765625,0.865234375,28.37,89.41650390625,32.04345703125,-3.72314453125,30.65185546875,-6.8060302734375,-171.27685546875,-488.0,-2545.0,-1986.0,-502.8,-2509.2,-1926.6,170.79,171.28,172.12,171.08,1.0,0.99,67.84
5.266,0.06591796875,0.5234375,0.71826171875,28.37,76.904296875,58.7158203125,-16.29638671875,32.9150390625,-5.460205078125,-170.8154296875,-458.0,-2619.0,-1883.0,-474.0,-2586.3,-1823.8,166.12,170.82,172.12,171.58,1.0,0.989,70.91
5.282,0.11669921875,0.5625,0.6884765625,28.39,46.32568359375,71.47216796875,-12.5732421875,34.65087890625,-3.482666015625,-170.1727294921875,-398.0,-2681.0,-1797.0,-415.0,-2650.7,-1738.3,178.91,170.17,172.11,171.77,1.0,0.988,72.66
5.328,0.029296875,0.576171875,0.70458984375,28.42,30.57861328125,58.7158203125,-10.68115234375,35.6561279296875,-1.7303466796875,-169.464111328125,-330.0,-2727.0,-1736.0,-347.8,-2698.3,-1677.8,166.27,169.46,172.11,172.21,1.0,0.988,70.69
5.344,0.0263671875,0.62109375,0.77978515625,28.39,-3.60107421875,27.89306640625,0.3662109375,35.96923828125,-0.3900146484375,-168.837890625,-270.0,-2752.0,-1702.0,-288.2,-2724.0,-1644.2,169.29,168.84,172.1,172.11,1.0,0.988,69.36
5.375,0.03564453125,0.576171875,0.67724609375,28.35,-35.82763671875,1.3427734375,10.19287109375,35.7879638671875,-0.087890625,-168.607177734375,-234.0,-2762.0,-1692.0,-252.4,-2734.2,-1634.4,172.69,168.61,172.1,171.74,1.0,0.988,71.16
5.407,0.02392578125,0.65478515625,0.7734375,28.4,-38.14697265625,5.43212890625,-3.96728515625,34.4586181640625,-0.0823974609375,-168.6126708984375,-216.0,-2751.0,-1712.0,-234.2,-2722.5,-1654.5,170.83,168.61,172.09,171.78,1.0,0.988,71.34
5.438,0.04345703125,0.55810546875,0.70703125,28.37,-38.39111328125,4.5166015625,-17.578125,33.5577392578125,0.1483154296875,-169.0191650390625,-190.0,-2722.0,-1757.0,-207.7,-2692.1,-1699.7,176.61,169.02,172.09,172.29,1.0,0.987,70.56
5.469,0.0224609375,0.52880859375,0.833984375,28.39,-44.86083984375,13.916015625,-15.07568359375,32.332763671875,0.6207275390625,-169.3817138671875,-163.0,-2693.0,-1804.0,-180.2,-2661.5,-1746.8,175.03,169.38,172.09,172.73,1.0,0.986,65.6
5.5,0.00634765625,0.48193359375,0.7451171875,28.39,-32.77587890625,17.2119140625,-14.22119140625,31.4208984375,1.25244140625,-169.617919921875,-131.0,-2661.0,-1850.0,-147.7,-2628.0,-1793.1,174.13,169.62,172.08,173.13,1.0,0.985,67.1
5.532,-0.01318359375,0.4677734375,0.75537109375,28.4,-55.35888671875,9.27734375,-13.671875,30.069580078125,1.7083740234375,-169.9200439453125,-99.0,-2624.0,-1906.0,-115.1,-2589.1,-1849.3,172.64,169.92,172.09,173.52,1.0,0.985,67.12
5.563,-0.0771484375,0.4970703125,0.93505859375,28.42,-68.54248046875,30.57861328125,-10.986328125,28.1085205078125,2.625732421875,-170.0299072265625,-61.0,-2572.0,-1977.0,-76.3,-2534.7,-1920.6,167.93,170.03,172.09,173.81,1.0,0.984,64.55
5.594,-0.0283203125,0.4765625,0.9150390625,28.4,-30.57861328125,1.89208984375,-7.38525390625,26.9000244140625,3.0047607421875,-170.167236328125,-34.0,-2523.0,-2039.0,-48.6,-2483.6,-1983.0,174.31,170.17,172.1,173.97,1.0,0.984,65.99
5.625,-0.0537109375,0.4384765625,0.755859375,28.39,-74.951171875,-13.427734375,-5.2490234375,25.3070068359375,2.3126220703125,-170.321044921875,-34.0,-2470.0,-2106.0,-47.8,-2428.4,-2050.1,167.83,170.32,172.1,174.05,1.0,0.984,69.82
5.657,-0.1220703125,0.38818359375,0.94921875,28.34,-32.65380859375,-12.51220703125,-2.685546875,23.1097412109375,2.0819091796875,-170.7000732421875,-34.0,-2410.0,-2175.0,-46.9,-2366.1,-2119.3,164.52,170.7,172.12,174.02,1.0,0.984,63.04
5.688,-0.09912109375,0.380859375,0.79638671875,28.42,-42.17529296875,4.33349609375,-3.2958984375,22.0330810546875,2.1038818359375,-170.7550048828125,-36.0,-2340.0,-2252.0,-47.9,-2293.5,-2196.6,161.32,170.76,172.13,174.02,1.0,0.984,68.12
5.719,0.04931640625,0.34912109375,0.9384765625,28.4,-98.5107421875,33.203125,-8.6669921875,19.8577880859375,2.625732421875,-170.694580078125,-26.0,-2272.0,-2324.0,-37.0,-2223.0,-2269.0,184.68,170.69,172.14,174.23,1.0,0.984,65.91
5.75,-0.041015625,0.380859375,1.23681640625,28.4,-51.81884765625,-6.103515625,-8.36181640625,17.95166015625,2.889404296875,-170.8648681640625,-17.0,-2202.0,-2391.0,-27.1,-2150.5,-2336.6,175.07,170.86,172.16,174.43,1.0,0.984,64.39
5.782,-0.099609375,0.255859375,0.8330078125,28.39,-48.7060546875,-27.099609375,7.568359375,17.05078125,2.098388671875,-171.0516357421875,-30.0,-2145.0,-2444.0,-39.4,-2091.6,-2389.8,164.15,171.05,172.18,174.13,1.0,0.984,64.87
5.813,-0.1015625,0.2998046875,0.69873046875,28.39,-76.171875,-26.2451171875,3.5400390625,15.1446533203125,1.3348388671875,-171.0296630859375,-54.0,-2076.0,-2506.0,-62.6,-2020.4,-2452.2,152.37,171.03,172.2,173.94,1.0,0.985,71.58
5.844,-0.06787109375,0.26123046875,1.23779296875,28.39,-39.97802734375,-10.55908203125,-7.9345703125,13.18359375,1.461181640625,-171.177978515625,-66.0,-1999.0,-2569.0,-73.7,-1941.1,-2515.7,170.66,171.18,172.22,174.13,1.0,0.985,63.9
